Date,Time,BLOCK,Cblock,lat,lon,ABO,ALF,ARD,BEN,CHN,DAU,DOU,FID,GER,ILA,KAS,KEV,LAF,LAN,MAC,MAS,MOR,MUG,SAM,TAL,TRS,URS,GroupA,GroupB,GroupA_TF,GroupB_TF,
01/10/2015,07:00,27B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,B
01/10/2015,07:15,27B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,B
01/10/2015,07:30,27B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,B
01/10/2015,08:00,27B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,BTH
01/10/2015,08:15,27B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,BTH
01/10/2015,08:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,09:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,09:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,BTH
01/10/2015,09:30,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,BTH
01/10/2015,09:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,BTH
01/10/2015,10:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,10:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,BTH
01/10/2015,10:30,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,10:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,BTH
01/10/2015,11:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,11:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,11:30,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,11:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,12:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,12:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,12:30,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
01/10/2015,12:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,BTH
02/10/2015,07:15,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,BTH
02/10/2015,07:30,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,BTH
02/10/2015,07:45,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,BTH
02/10/2015,08:00,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,BTH
02/10/2015,08:30,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,2,1,1,BTH
02/10/2015,08:45,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,2,1,1,BTH
02/10/2015,09:00,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,2,1,1,BTH
02/10/2015,09:15,270,250,1.720032999,31.54681097,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,5,3,1,1,BTH
02/10/2015,09:30,270,250,1.720032999,31.54681097,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,09:45,270,250,1.720032999,31.54681097,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,10:00,270,250,1.720032999,31.54681097,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,10:15,270,250,1.720032999,31.54681097,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,10:30,254,254,1.719674673,31.56832773,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,10:45,254,254,1.719674673,31.56832773,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,11:00,254,254,1.719674673,31.56832773,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
02/10/2015,11:15,254,254,1.719674673,31.56832773,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,6,3,1,1,BTH
04/10/2015,10:15,300,300,1.724120015,31.57233302,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,BTH
04/10/2015,10:30,300,300,1.724120015,31.57233302,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,BTH
04/10/2015,10:45,300,300,1.724120015,31.57233302,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,BTH
04/10/2015,11:15,290,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
04/10/2015,11:30,290,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
04/10/2015,11:45,290,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
04/10/2015,12:00,270,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
04/10/2015,12:15,270,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
04/10/2015,12:30,270,250,1.720032999,31.54681097,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,BTH
05/10/2015,08:00,250,250,1.720032999,31.54681097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,A
05/10/2015,08:15,250,250,1.720032999,31.54681097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,BTH
05/10/2015,08:30,250,250,1.720032999,31.54681097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,BTH
05/10/2015,08:45,250,250,1.720032999,31.54681097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,BTH
05/10/2015,09:00,252,252,1.722061001,31.56823704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
05/10/2015,09:15,252,252,1.722061001,31.56823704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
05/10/2015,09:30,252,252,1.722061001,31.56823704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
05/10/2015,09:45,252,252,1.722061001,31.56823704,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,B
05/10/2015,10:00,252,252,1.722061001,31.56823704,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,1,BTH
07/10/2015,07:15,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
07/10/2015,07:30,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
07/10/2015,07:45,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
07/10/2015,08:00,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
07/10/2015,08:15,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
07/10/2015,08:30,20P,20P,1.739070984,31.56355499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,BTH
10/10/2015,08:45,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,1,1,BTH
10/10/2015,09:00,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,BTH
10/10/2015,09:15,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,BTH
10/10/2015,09:30,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,BTH
10/10/2015,09:45,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,BTH
10/10/2015,10:00,220,20 0,1.724181036,31.56353001,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,BTH
10/10/2015,10:15,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
10/10/2015,10:30,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
10/10/2015,10:45,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
10/10/2015,11:00,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
10/10/2015,11:15,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
10/10/2015,11:30,16B,15B,1.725589028,31.55888996,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,3,1,1,BTH
13/10/2015,09:45,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1,BTH
13/10/2015,10:00,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1,BTH
13/10/2015,10:15,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,1,BTH
13/10/2015,10:30,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,10:45,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,11:00,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,11:15,27B,25B,1.725720959,31.56794501,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,11:30,27B,25B,1.725720959,31.56794501,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,11:45,270,250,1.720032999,31.54681097,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
13/10/2015,12:00,252,252,1.722061001,31.56823704,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,BTH
16/10/2015,08:00,29D,25D,1.727356017,31.567857,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,BTH
16/10/2015,08:15,29D,25D,1.727356017,31.567857,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,BTH
16/10/2015,08:30,29D,25D,1.727356017,31.567857,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,BTH
16/10/2015,08:45,29D,25D,1.727356017,31.567857,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,BTH
16/10/2015,12:30,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,BTH
16/10/2015,12:45,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,BTH
16/10/2015,13:00,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,BTH
16/10/2015,13:15,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,BTH
16/10/2015,13:30,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,1,BTH
17/10/2015,08:45,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
17/10/2015,09:00,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
17/10/2015,09:15,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
17/10/2015,09:30,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
17/10/2015,09:45,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,BTH
17/10/2015,10:00,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
17/10/2015,10:15,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
17/10/2015,10:30,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
17/10/2015,10:45,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
17/10/2015,11:00,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
17/10/2015,11:15,322,304,1.719636032,31.57230503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
18/10/2015,08:00,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,08:15,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,08:30,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,08:45,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,09:00,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,09:15,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,09:30,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,09:45,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
18/10/2015,10:00,206,206,1.718372963,31.56371098,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,6,6,1,1,BTH
22/10/2015,12:30,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,12:45,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,13:00,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,13:15,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,13:30,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,13:45,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,14:00,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,14:15,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,14:30,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,14:45,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,15:00,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,15:15,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
22/10/2015,15:30,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,B
23/10/2015,08:00,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,1,1,BTH
23/10/2015,08:15,30L,30L,1.735002995,31.57228701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,08:30,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,08:45,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,09:00,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,09:15,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,09:30,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,09:45,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,10:00,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,10:15,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,10:30,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,10:45,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,11:00,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,11:15,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,11:30,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,11:45,29J,25J,1.733472962,31.567842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,A
23/10/2015,12:00,30H,30H,1.731982995,31.57225801,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,1,1,BTH
25/10/2015,08:00,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,BTH
25/10/2015,08:15,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,08:30,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,08:45,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,09:00,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,09:15,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,09:30,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,09:45,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,10:00,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1,BTH
25/10/2015,10:15,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,BTH
25/10/2015,10:30,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,BTH
28/10/2015,07:30,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,07:45,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,08:00,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,08:15,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,08:30,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,08:45,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,09:00,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,09:15,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,09:30,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,09:45,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
28/10/2015,10:00,30H,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,BTH
