Date,Time,BLOCK,Cblock,lat,lon,ABO,ALF,ARD,BEN,CHN,DAU,DOU,FID,GER,ILA,KAS,KEV,LAF,LAN,MAC,MAS,MOR,MUG,SAM,TAL,TRS,URS,GroupA,GroupB,GroupA_TF,GroupB_TF,Q
15/01/2017,07:45,25R,25R,1.740493979,31.56802297,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,B
16/01/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,C
18/01/2017,08:00,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
19/01/2017,07:30,37D,35D,1.727491971,31.57734498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
20/01/2017,07:45,27P,25P,1.739358986,31.56804199,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,B
21/01/2017,08:00,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
22/01/2017,07:45,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
23/01/2017,08:00,270,250,1.720032999,31.54681097,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,1,B
24/01/2017,09:15,37H,35H,1.732096989,31.57712697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,B
25/01/2017,07:30,25R,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,C
27/01/2017,08:45,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
28/01/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,B
29/01/2017,07:30,32D,30D,1.727519967,31.57217402,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1,P
12/02/2017,07:45,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,C
27/02/2017,08:15,25B,25B,1.725720959,31.56794501,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,7,1,1,1,B
28/02/2017,07:45,35J,35J,1.733449996,31.57691499,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,6,4,1,1,B
01/03/2017,07:00,17B,15B,1.725589028,31.55888996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
02/03/2017,07:30,35J,35J,1.733449996,31.57691499,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,10,7,1,1,B
03/03/2017,10:30,154,154,1.719761007,31.55904503,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,1,B
04/03/2017,07:30,25B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,P
05/03/2017,09:30,22B,20B,1.725783991,31.56343102,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,B
06/03/2017,07:30,32B,30B,1.72577301,31.57226304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,B
07/03/2017,09:00,22F,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
09/03/2017,07:30,30F,30F,1.729244962,31.57237401,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,3,1,1,B
11/03/2017,07:00,32B,30B,1.72577301,31.57226304,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,5,2,1,1,B
12/03/2017,07:30,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,1,1,B
13/03/2017,07:45,27D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,C
14/03/2017,07:15,30L,30L,1.735002995,31.57228701,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
15/03/2017,08:30,32L,30L,1.735002995,31.57228701,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,B
16/03/2017,07:30,32J,30J,1.733300965,31.57212901,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,6,2,1,1,B
17/03/2017,08:30,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
18/03/2017,07:15,32J,30J,1.733300965,31.57212901,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,1,1,1,B
21/03/2017,08:00,35P,35P,1.738795973,31.57720702,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,C
22/03/2017,08:30,37L,35L,1.735000983,31.57721599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,B
23/03/2017,07:30,37J,35J,1.733449996,31.57691499,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,4,3,1,1,B
26/03/2017,08:00,32L,30L,1.735002995,31.57228701,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,C
27/03/2017,08:45,32H,30H,1.731982995,31.57225801,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,B
28/03/2017,08:15,172,152,1.72208799,31.558983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,1,P
29/03/2017,07:30,10D,10D,1.728045009,31.55418403,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,C
30/03/2017,07:45,302,302,1.721977433,31.57211677,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,B
31/03/2017,07:45,154,154,1.719761007,31.55904503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
01/04/2017,06:45,20 0,20 0,1.724181036,31.56353001,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,B
02/04/2017,07:00,15L,15L,1.735025961,31.55892701,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,6,4,1,1,B
03/04/2017,07:30,15P,15P,1.738765966,31.55887898,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,C
04/04/2017,07:00,162,152,1.72208799,31.558983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
05/04/2017,07:00,10B,10B,1.726113986,31.55419802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,C
06/04/2017,08:00,222,202,1.722116992,31.56363001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
07/04/2017,07:15,8D,5D,1.728261011,31.54975897,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,7,4,1,1,B
08/04/2017,08:30,204,204,1.719719013,31.56370402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,P
09/04/2017,07:00,20 0,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,4,4,1,1,B
10/04/2017,07:00,100,100,1.724095959,31.55444898,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,4,1,1,B
11/04/2017,07:00,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,B
12/04/2017,11:30,222,202,1.722116992,31.56363001,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,6,2,1,1,B
13/04/2017,07:00,110,100,1.724095959,31.55444898,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5,2,1,1,B
14/04/2017,07:45,22P,20P,1.739070984,31.56355499,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5,2,1,1,B
15/04/2017,08:00,254,254,1.719674673,31.56832773,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,B
18/04/2017,08:00,10H,10H,1.731179003,31.55409903,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,1,0,C
19/04/2017,07:45,220,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,C
21/04/2017,08:15,20R,20R,1.740444023,31.56336204,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,5,1,1,1,B
24/04/2017,07:00,29F,25F,1.72952299,31.56782297,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,6,0,1,0,C
26/04/2017,09:00,9G,5F,1.730185999,31.54985997,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,7,3,1,1,B
27/04/2017,11:00,10G,10F,1.729655005,31.55426902,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,10,7,1,1,B
28/04/2017,07:15,17D,15D,1.727719037,31.55893103,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,1,1,B
30/04/2017,08:30,15P,15P,1.738765966,31.55887898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,C
02/05/2017,07:15,16J,15J,1.733443039,31.55888996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,C
03/05/2017,07:15,15R,15R,1.740442012,31.55883799,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
04/05/2017,07:15,10N,10N,1.736824047,31.55441293,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,6,3,1,1,B
05/05/2017,08:00,20R,20R,1.740444023,31.56336204,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,1,1,B
06/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
07/05/2017,12:00,15R,15R,1.740442012,31.55883799,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,1,1,B
08/05/2017,07:45,32N,30N,1.737150019,31.57219699,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,1,1,B
09/05/2017,07:15,13N,10N,1.736824047,31.55441293,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,8,8,1,1,B
10/05/2017,07:45,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,4,1,1,B
11/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,C
12/05/2017,07:15,32N,30N,1.737150019,31.57219699,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,1,B
13/05/2017,10:00,35N,35N,1.737316987,31.57718296,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,9,6,1,1,B
14/05/2017,07:45,35N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15/05/2017,07:15,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,C
16/05/2017,07:15,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17/05/2017,08:45,17R,15R,1.740442012,31.55883799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
18/05/2017,08:15,32N,30N,1.737150019,31.57219699,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
19/05/2017,07:15,32N,30N,1.737150019,31.57219699,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,1,B
20/05/2017,07:30,32N,30N,1.737150019,31.57219699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,C
21/05/2017,08:00,35N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22/05/2017,07:45,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
23/05/2017,07:45,10R,10R,1.740615517,31.55405478,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2,1,1,B
24/05/2017,09:00,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,2,1,1,B
25/05/2017,08:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,1,1,B
26/05/2017,07:45,32P,30P,1.739380024,31.57213404,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,C
27/05/2017,08:15,25R,25R,1.740493979,31.56802297,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,C
28/05/2017,08:45,27B,25B,1.725720959,31.56794501,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,C
30/05/2017,09:15,32N,30N,1.737150019,31.57219699,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
31/05/2017,07:15,30H,30H,1.731982995,31.57225801,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,B
01/06/2017,08:15,10L,10L,1.734331017,31.55417497,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,6,1,1,1,B
02/06/2017,09:00,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,C
04/06/2017,07:45,27J,25J,1.733472962,31.567842,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
05/06/2017,07:45,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,B
06/06/2017,07:45,37J,35J,1.733449996,31.57691499,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,C
08/06/2017,10:30,17L,15L,1.735025961,31.55892701,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,9,1,1,1,B
09/06/2017,07:30,252,252,1.722061001,31.56823704,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,8,6,1,1,B
10/06/2017,07:15,25D,25D,1.727356017,31.567857,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,9,3,1,1,B
12/06/2017,07:45,35N,35N,1.737316987,31.57718296,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,B
13/06/2017,13:45,37D,35D,1.727491971,31.57734498,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,8,4,1,1,B
14/06/2017,07:30,35N,35N,1.737316987,31.57718296,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,9,6,1,1,B
15/06/2017,07:30,15R,15R,1.740442012,31.55883799,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,9,5,1,1,B
16/06/2017,08:30,10H,10H,1.731179003,31.55409903,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,9,4,1,1,B
18/06/2017,10:00,354,354,1.719729993,31.57732503,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,10,6,1,1,B
19/06/2017,10:00,22B,20B,1.725783991,31.56343102,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,5,4,1,1,B
20/06/2017,12:15,12B,10B,1.726113986,31.55419802,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,10,4,1,1,B
21/06/2017,08:30,156,156,1.718171965,31.55910697,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,8,4,1,1,B
22/06/2017,07:30,154,154,1.719761007,31.55904503,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3,1,1,B
23/06/2017,07:30,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,C
24/06/2017,07:30,210,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
25/06/2017,07:45,30B,30B,1.72577301,31.57226304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,B
26/06/2017,08:15,15J,15J,1.733443039,31.55888996,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,6,1,1,1,B
27/06/2017,07:00,154,154,1.719761007,31.55904503,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,1,1,B
28/06/2017,07:30,30B,30B,1.72577301,31.57226304,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,1,B
30/06/2017,08:30,37L,35L,1.735000983,31.57721599,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,7,5,1,1,B
03/07/2017,07:30,30J,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
04/07/2017,08:30,35J,35J,1.733449996,31.57691499,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,6,4,1,1,B
06/07/2017,08:00,154,154,1.719761007,31.55904503,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,6,2,1,1,B
07/07/2017,08:30,30B,30B,1.72577301,31.57226304,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,1,B
08/07/2017,07:45,170,150,1.723919017,31.55896598,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,2,1,1,B
09/07/2017,08:00,30B,30B,1.72577301,31.57226304,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,7,2,1,1,B
10/07/2017,07:30,172,152,1.72208799,31.558983,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,1,1,B
11/07/2017,11:00,22D,20D,1.727420976,31.563369,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
12/07/2017,09:00,250,250,1.720032999,31.54681097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
13/07/2017,08:30,27H,25H,1.731971009,31.56793102,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,C
14/07/2017,07:15,27H,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,C
15/07/2017,08:30,32B,30B,1.72577301,31.57226304,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,7,3,1,1,B
16/07/2017,07:45,27H,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17/07/2017,07:15,27H,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3,1,1,1,B
19/07/2017,07:30,27H,25H,1.731971009,31.56793102,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,B
20/07/2017,11:45,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,C
24/07/2017,07:45,17P,15P,1.738765966,31.55887898,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,B
27/07/2017,08:45,250,250,1.720032999,31.54681097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
28/07/2017,07:00,17F,15F,1.72976397,31.55887504,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,1,1,1,B
29/07/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
30/07/2017,07:15,17F,15F,1.72976397,31.55887504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
31/07/2017,10:00,17N,15N,1.736797979,31.55892801,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,B
01/08/2017,08:00,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
02/08/2017,07:15,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
03/08/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,B
04/08/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1,1,B
05/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,6,1,1,1,B
06/08/2017,08:45,22B,20B,1.725783991,31.56343102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,B
07/08/2017,08:15,22D,20D,1.727420976,31.563369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,1,1,B
08/08/2017,15:00,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
09/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,B
10/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,7,1,1,1,B
11/08/2017,08:15,22D,20D,1.727420976,31.563369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
12/08/2017,07:45,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,C
13/08/2017,07:15,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15/08/2017,07:45,27D,25D,1.727356017,31.567857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
17/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,B
18/08/2017,07:15,220,20 0,1.724181036,31.56353001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
19/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
21/08/2017,07:30,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
23/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,C
24/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25/08/2017,07:30,300,300,1.724120015,31.57233302,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,C
26/08/2017,07:30,256,256,1.718485281,31.56856712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,C
27/08/2017,07:30,22D,20D,1.727420976,31.563369,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,B
29/08/2017,08:45,270,250,1.720032999,31.54681097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,C
30/08/2017,13:45,25F,25F,1.72952299,31.56782297,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
